code_metier;nom_usuel;adresse;code_postal;code_insee;code_dpt;code_reg;nom_commune;x_wgs84;y_wgs84
SSP00054710201;Dépôt minier de Châteauneuf;;63440;63043;63;84;BLOT L'EGLISE;2.9111078;46.028027
SSP00038800101;DANNE - ancien site production;764 BOULEVARD DE L''ESCOURCHE;83150;83009;83;93;BANDOL;5.7645397;43.141697
SSP00038870101;Fonderie JULLIEN;127 CHEMIN DE LA CAPELLANE;83190;83090;83;93;OLLIOULES;5.8494716;43.12187
SSP00040950101;DANNE - villa rue de Buffon;248 RUE DE BUFFON;83150;83009;83;93;BANDOL;5.7565846;43.14175
SSP00039020101;ANCIEN DEPOT PETROLIER TOTAL;CORNICHE DU BOIS SACRÉ;83500;83126;83;93;LA SEYNE SUR MER;5.9024725;43.101826
SSP00019570101;RECYCARBO;ZI DU MOULIN D''ENFOUR;09600;09157;09;76;LAROQUE D'OLMES;1.8762455;42.982937
SSP00040860101;Ancienne usine à gaz;75 CHEMIN DE SAINT MARC;83150;83009;83;93;BANDOL;5.749993;43.13905
SSP00040870101;Ancienne usine à gaz;AVENUE PIERRE RENAUDEL;83400;83069;83;93;HYERES;6.127387;43.10841
SSP00022680101;Founchot Nouvelle Industrie;ROUTE D''HARÉVILLE;88350;88270;88;44;LIFFOL LE GRAND;5.5776944;48.31163
SSP00040880101;Ancienne usine à gaz;AVENUE PIERRE FRAYSSE/ RUE HENRI BARBUSSE;83500;83126;83;93;LA SEYNE SUR MER;5.886951;43.099667
SSP00039040101;Lycée Dumont d'Urville;212 R AMIRAL JAUJARD;83200;83137;83;93;TOULON;5.939519;43.1164
SSP00042860101;Ancienne usine à gaz de Toulon;LA LOUBIÈRE;83200;83137;83;93;TOULON;5.940391;43.126064
SSP00021190101;Ancienne décharge de Gréavo;CHEMIN DE LIOUSE;56840;56088;56;53;ILE D'ARZ;-2.8055916;47.5879
SSP00044050101;Ecole maternelle Jean Jaurès;RUE BOISSELIN;83500;83126;83;93;LA SEYNE SUR MER;5.8844686;43.098167
SSP04010990101;Dépôt de déchets - Chemin de la Cibonne;"1414, 1414 B Che De La Cibonne";83220;83098;83;93;LE PRADET;6.043635;43.096348
SSP00007530101;Ancienne usine à gaz;22 AVENUE MARÉCHAL DE LATTRE DE TASSIGNY;56000;56260;56;53;VANNES;-2.7601104;47.64584
SSP00011180101;Ancienne décharge de la rue du stade;RUE DU STADE;56510;56234;56;53;SAINT PIERRE QUIBERON;-3.1418974;47.512253
SSP04008280101;Dépôt de déchets - Quartier les Maravals;chemin du buis quartier de Maraval;83260;83047;83;93;LA CRAU;6.0870786;43.17004
SSP00021170101;Ancienne décharge de Mané Lohac;LE MANÉ LOHAC;56880;56003;56;53;ARRADON;-2.8655064;47.63273
SSP00021170101;Ancienne décharge de Mané Lohac;LE MANÉ LOHAC;56880;56008;56;53;BADEN;-2.8655064;47.63273
SSP00021170101;Ancienne décharge de Mané Lohac;LE MANÉ LOHAC;56880;56164;56;53;PLOEREN;-2.8655064;47.63273
SSP00043630101;Centre de stockage de matériaux inertes d'Auray-Belz-Quiberon;LE SCLEGEN;56950;56046;56;53;CRACH;-2.9883735;47.650707
SSP00043650101;Ancienne décharge de Kergo;KERGO;56400;56161;56;53;PLOEMEL;-3.0536337;47.647755
SSP00010150101;Ancienne décharge de Kerguénolé;LE PLATEAU DES ALLÉES;56360;56152;56;53;LE PALAIS;-3.1588812;47.326115
SSP00010230101;Ancienne décharge de Montauban;MONTAUBAN;56340;56034;56;53;CARNAC;-3.0559676;47.591896
SSP00021200101;Ancienne décharge du Marais du Moulin;CLOS GRÉGAN;56840;56088;56;53;ILE D'ARZ;-2.8007395;47.595913
SSP00028850101;Ancienne décharge du Tindio;ETANG DU PONT MACHEFAUX;56640;56005;56;53;ARZON;-2.8835514;47.55573
SSP00043590101;Ancienne décharge de Garrec;AVENUE YVES KERROUX;56400;56007;56;53;AURAY;-2.989635;47.6758
SSP00043700101;Ancienne décharge de Keroussin;KEROUSSIN;56400;56176;56;53;PLUNERET;-2.9695466;47.6863
SSP00033180101;Ancienne usine à gaz;41-43 AVENUE DE LA GARE;89340;89460;89;27;VILLENEUVE LA GUYARD;3.07053;48.342457
SSP00053990101;Ancien dépôt de fuel T. Ezanno;LA CROIX IZAN;56410;56054;56;53;ERDEVEN;-3.1885536;47.653996
SSP4680930101;Compagnie Industrielle Maritime;Dépôt de Haute Boulogne;56360;56152;56;53;LE PALAIS;-3.1588786;47.350403
SSP00008460101;Ancienne décharge de la Pellerie;LA PELLERIE;35210;35086;35;53;COMBOURTILLE;-1.2635612;48.263847
SSP00010520101;Ancienne décharge de Kervic;KERVIC;56630;56100;56;53;LANGONNET;-3.5028481;48.166134
SSP00022650101;Founchot Ressa Industrie;RUE DE L''EUROPE;88350;88270;88;44;LIFFOL LE GRAND;5.5896626;48.31223
SSP00000890101;Société SAMSON;59 ROUTE DE MÉRÉVILLE;91690;91533;91;11;SACLAS;2.1065807;48.337
SSP00070060101;Ancienne usine à gaz;RUE DES NUS PIEDS;50300;50025;50;28;AVRANCHES;-1.3672674;48.68358
SSP00007370101;COMBUSTIBLES DE L'OUEST;ZI DE KERIVIN;29600;29254;29;53;SAINT MARTIN DES CHAMPS;-3.8554027;48.5662
SSP00060530101;SARL La Taillanderie d'Ozoir;24 AVENUE DU GÉNÉRAL DE GAULLE;77330;77350;77;11;OZOIR LA FERRIERE;2.6744132;48.762306
SSP00027120101;SITE HOPPECKE;CHEMIN DE RENNESSON;55000;55514;55;44;TREMONT SUR SAULX;5.043795;48.744316
SSP00060560101;PICT INDUSTRIE S.A;22 RUE LOUIS ARMAND;77330;77350;77;11;OZOIR LA FERRIERE;2.6887953;48.762962
SSP00012060101;Ancienne décharge de Ty Nevez;TY NEVEZ;29610;29199;29;53;PLOUIGNEAU;-3.748211;48.57119
SSP00018400101;BOLLORE;CASCADEC;29390;29274;29;53;SCAER;-3.6775472;47.99887
SSP00010180101;Ancienne décharge de Saint Isidore;SAINT-ISIDORE;56580;56024;56;53;BREHAN;-2.6697237;48.096634
SSP00010190101;Ancienne décharge de la Ville Agno;LA VILLE AGNO;56580;56024;56;53;BREHAN;-2.6718102;48.031918
SSP00010380101;Ancienne décharge de Saint-Yves;SAINT-YVES;56310;56076;56;53;GUERN;-3.1022687;48.035805
SSP00010430101;Ancienne décharge de Hervéno;PARC BRAS HERVÉNO;56240;56089;56;53;INGUINIEL;-3.2901168;47.993202
SSP00010450101;Ancienne décharge de Kervellec;KERVELLEC;56920;56092;56;53;KERFOURN;-2.86891;48.042538
SSP00011090101;Ancienne décharge de Penhellec;PENHELLEC;56540;56210;56;53;SAINT CARADEC TREGOMEL;-3.3360605;48.031467
SSP00010390101;Ancienne décharge de Penguily;PENGUILY;56560;56081;56;53;GUISCRIFF;-3.565442;48.048607
SSP00010570101;Ancien dépôt de mâchefers et ancienne décharge de Cosquéric;;;56057;56;53;LE FAOUET;-3.5143924;48.049736
SSP00010630101;Ancienne décharge de Kervezet;KERVEZET;56300;56125;56;53;MALGUENAC;-3.071412;48.07566
SSP00010840101;Ancienne décharge de Quilvien;QUILVIEN;56320;56182;56;53;PRIZIAC;-3.4334886;48.05848
SSP00010560101;Ancienne décharge du Bourg;BOURG;56540;56048;56;53;LE CROISTY;-3.359724;48.06529
SSP00021610101;INSTALLATION TECHNIQUE D'EDF GDF;RUE DE L''ÉGALITÉ;65200;65059;65;76;BAGNERES DE BIGORRE;0.14705664;43.06951
SSP00012490101;Ancienne décharge de Stang Blanc;STANG BLANC;29390;29274;29;53;SCAER;-3.714138;48.011753
SSP00017580101;Ancienne décharge de Kernevez Lagadec;KERNEVEZ LAGADEC;29370;29049;29;53;ELLIANT;-3.8628504;47.99193
SSP00021140101;Ancienne décharge de Kerkerroue;KERKERROUE;29380;29269;29;53;SAINT THURIEN;-3.6258254;47.973515
SSP00021150101;Ancienne décharge du Roue;LE ROUE AR LIORS;29380;29269;29;53;SAINT THURIEN;-3.604548;47.97314
SSP00053080101;Ancienne décharge de La Ville Eslan;LA VILLE ESLAN;22210;22288;22;53;SAINT ETIENNE DU GUE DE L'ISLE;-2.6560047;48.06311
SSP00022030101;Ancienne décharge de Miné Nonnénou;MINÉ NONNÉNOU;56560;56081;56;53;GUISCRIFF;-3.612173;48.00827
SSP00022110101;Ancienne décharge de Beg er Lann;BEG ER LANN;56320;56131;56;53;MESLAN;-3.4412045;47.9913
SSP00022090102;LE GALL;RUE BECQUEREL- ZA LE SOURN;56300;56246;56;53;LE SOURN;-2.9626536;48.04454
SSP00022000101;Ancienne décharge de Kerbillet;BEG ER SALUD;56240;56014;56;53;BERNE;-3.39704;47.985966
SSP00022070101;Ancienne décharge de Kerbloch;KERBLOCH;56320;56057;56;53;LE FAOUET;-3.5059164;48.04289
SSP00022120101;Ancienne décharge de la Bechette;LA BECHETTE;56580;56047;56;53;CREDIN;-2.7757556;48.036034
SSP00022480101;Ancien dépôt de mâchefers;RUE HÉLÈNE ET VICTOR BASCH;56300;56178;56;53;PONTIVY;-2.965423;48.041367
SSP00022130101;Ancienne décharge du Hinger;LE HINGER;56160;56110;56;53;LIGNOL;-3.2720857;48.02385
SSP00022210101;Ancienne décharge sauvage de la rue Henri Gaillard;RUE HENRI GAILLARD;56300;56178;56;53;PONTIVY;-2.976107;48.061504
SSP00057400101;Ancienne décharge de Vivoin;LE CHAMP DES TROIS COINS- BELLE CROIX;72170;72380;72;52;VIVOIN;0.16616523;48.22856
SSP00055420101;Ancienne décharge de Maigné;ROUTE DE MALABRY;72210;72177;72;52;MAIGNE;-0.04136243;47.94033
SSP00029410101;Ancienne usine COFAZ;RUE PASTEUR;28150;28422;28;24;VOVES;1.616361;48.27622
SSP00029440101;SVR;- Les Egrouettes;28150;28422;28;24;VOVES;1.6423839;48.2756
SSP00048920101;SCMMB;19 RUE CHARLES BIGUET;28480;28387;28;24;THIRON GARDAIS;0.9896952;48.30816
SSP00048520101;Charpentes Françaises (ex LE MANS CHARPENTE);ZA DE LA PITOISIÈRE;72170;72186;72;52;MARESCHE;0.13147098;48.206463
SSP00049620101;NORELEM;106 AVENUE DU GÉNÉRAL LECLERC;10300;10362;10;44;SAINTE SAVINE;4.032341;48.292084
SSP00063990101;MULTILAM;3 RUE DES TILLEULS;77940;77531;77;11;VOULX;2.9698699;48.278713
SSP00049610101;MATCO RECYCLING SA;10 ROUTE DE PINEY;10140;10401;10;44;VENDEUVRE SUR BARSE;4.4648314;48.24145
SSP00049840101;TEO (rue aux moines);23 RUE AUX MOINES;10000;10387;10;44;TROYES;4.086203;48.306984
SSP00049590101;ZAC DES TROIS SEINE;ZAC DES TROIS SEINE;10000;10387;10;44;TROYES;4.0807695;48.293484
SSP00042880101;SIVED NG;LA TUILIÈRE;83170;83037;83;93;LA CELLE;6.0069;43.398792
SSP00049630101;BOLLORE TECHNOLOGIE;6 RUE DE LA PROVIDENCE;10000;10343;10;44;SAINT JULIEN LES VILLAS;4.097446;48.282917
SSP00055800101;Ancienne décharge de Saint Vincent;CHEMIN HIVETTE;72600;72324;72;52;SAINT VINCENT DES PRES;0.37142166;48.29267
SSP00049630101;BOLLORE TECHNOLOGIE;6 RUE DE LA PROVIDENCE;10000;10387;10;44;TROYES;4.097446;48.282917
SSP00055830101;ancienne décharge de Dangeul;LE GRAND ME FOSSÉ D27;72260;72112;72;52;DANGEUL;0.27548805;48.24692
SSP00057340101;Ancienne décharge de CHERANCE;CD 55- LA VIGNE;72170;72078;72;52;CHERANCE;0.17357066;48.26456
SSP00049850101;Agence EDF / GDF Services;50 BOULEVARD MAGENTA;10000;10387;10;44;TROYES;4.067778;48.299324
SSP00053750101;COMPAGNIE PHILIPS ECLAIRAGE: Crèche;52-60 RUE MAURICE GUNSBOURG ET 9 RUE PIERRE RIGAUD;94200;94041;94;11;IVRY SUR SEINE;2.4009564;48.81357
SSP00059000101;Carrière OLIVO;RN7;77140;77431;77;11;SAINT PIERRE LES NEMOURS;2.6878042;48.28231
SSP00060240101;BOULAY PLASTIQUES;41 RUE DE GREZ;77880;77216;77;11;GREZ SUR LOING;2.6836493;48.309128
SSP00061470101;SOCIETE ACI SA NEMOURS;2 IMPASSE CHEROY;77140;77333;77;11;NEMOURS;2.7204957;48.26021
SSP00064630101;ECALEX;4 RUE DU PARC;77140;77302;77;11;MONTCOURT FROMONVILLE;2.6995304;48.300274
SSP00014890101;Ancienne décharge de L'Ejuhel;L''EJUHEL;22400;22173;22;53;PLANGUENOUAL;-2.5723207;48.55107
SSP00014900101;Ancienne décharge de La Villéon;VILLÉON;22270;22175;22;53;PLEDELIAC;-2.3510547;48.43789
SSP00014910101;Ancienne décharge de Kervénou;KERVÉNOU;22290;22177;22;53;PLEGUIEN;-2.9557176;48.64181
SSP00014950101;Ancienne décharge du Hambo;LE HAMBO;22210;22183;22;53;PLEMET;-2.5429814;48.1809
SSP00014960101;Ancienne décharge de Mille Motte;MILLE MOTTE;22370;22186;22;53;PLENEUF VAL ANDRE;-2.519888;48.572735
SSP00015080101;Ancienne décharge du Traou;LE TRAOU;22620;22210;22;53;PLOUBAZLANEC;-3.0627646;48.78863
SSP00015050101;Ancienne décharge de la Bécane;LA BÉCANE;22150;22203;22;53;PLOEUC SUR LIE;-2.8047316;48.323547
SSP00015030101;Ancienne décharge du Tertre Loyer;LE TERTRE LOYER;22940;22171;22;53;PLAINTEL;-2.801992;48.439064
SSP00015730101;Ancienne décharge de Lauviais;LAUVIAIS;35270;35172;35;53;MEILLAC;-1.8693976;48.426
SSP00015120101;Ancienne décharge de Poull Fanc;POULL FANC;22580;22222;22;53;PLOUHA;-2.956424;48.686226
SSP00015190101;Ancienne décharge des Champs Deniaux;LES CHAMPS DENIAUX;22350;22239;22;53;PLUMAUDAN;-2.1353178;48.383774
SSP00015200101;Ancienne décharge du Bruhalier;LE BRUHALIER;22240;22242;22;53;PLURIEN;-2.415905;48.619064
SSP00015340101;Ancienne décharge de Frameur;FRAMEUR;22600;22275;22;53;SAINT BARNABE;-2.6717792;48.14483
SSP00015380101;Ancienne décharge de La Cour;LA COUR;22380;22282;22;53;SAINT CAST LE GUILDO;-2.261568;48.605145
SSP00015350101;Ancienne décharge de la Jaloussée;LA JALOUSSÉE;22800;22277;22;53;SAINT BRANDAN;-2.8654618;48.394287
SSP00015500101;Ancienne décharge de La Livraudais;LA LIVRAUDAIS;22270;22326;22;53;SAINT RIEUL;-2.432573;48.443283
SSP00015620101;Ancienne décharge du Vau Ruzé;LE VAU RUZÉ;22250;22369;22;53;TREMEUR;-2.282258;48.371517
SSP00015650101;Ancienne décharge de Kerbéha;KERBÉHA;22600;22376;22;53;TREVE;-2.7814896;48.2156
SSP00029420101;BOBIN;21-23 ET 27 RUE DE LA VANNE;92120;92049;92;11;MONTROUGE;2.3294516;48.815388
SSP00016750101;Ancienne décharge de La Ville Blanche;LA VILLE BLANCHE;22510;22345;22;53;TREBRY;-2.5634377;48.36657
SSP00015680101;Ancienne décharge de la Haute Lande;LA HAUTE LANDE;22120;22389;22;53;YFFINIAC;-2.688065;48.463367
SSP00015690101;Ancienne décharge du Haut Plouha;LE HAUT PLOUHA;22350;22391;22;53;YVIGNAC LA TOUR;-2.18629;48.343838
SSP00016000101;Ancienne décharge du Poussier;CHEMIN DE FORTUNE;35800;35287;35;53;SAINT LUNAIRE;-2.1078422;48.62675
SSP00016050101;Ancienne décharge de La Vallée Olive;LA VALLÉE OLIVE;35460;35292;35;53;SAINT MARC LE BLANC;-1.3963656;48.362244
SSP00016600101;Ancienne décharge de Pen an Croic'h;PEN AN CROIC''H;22930;22390;22;53;YVIAS;-3.0691233;48.714573
SSP00016310101;Ancienne décharge de La Courneuve;LA COURNEUVE;35210;35232;35;53;PRINCE;-1.0852607;48.217422
SSP00016560101;Ancienne décharge de La Roche aux Coucous;LA ROCHE AUX COUCOUS;22460;22384;22;53;UZEL;-2.8524146;48.27577
SSP00017150101;Ancienne décharge de la Lande des Tertres;LANDE DES TERTRES;22130;22049;22;53;CREHEN;-2.1851645;48.53805
SSP00016240101;Ancienne décharge de La Lande de Pavée;LA LANDE DE PAVÉE;35490;35355;35;53;VIEUX VY SUR COUESNON;-1.4780544;48.33307
SSP00016630101;Ancienne décharge du Mont Gicquel;LE PROBRIEND;22510;22332;22;53;SAINT TRIMOEL;-2.5330145;48.39537
SSP00016730101;Ancienne décharge du Tertre de Lessien;LE TERTRE DE LESSIEN;22640;22341;22;53;TRAMAIN;-2.3909938;48.39967
SSP00016860101;Ancienne décharge de Tonquin;LE TONQUIN;22950;22360;22;53;TREGUEUX;-2.7937348;48.459743
SSP00016760101;Ancienne décharge de La Ville Moisan;LA VILLE MOISAN;22510;22346;22;53;TREDANIEL;-2.5961194;48.35484
SSP00016870101;Ancienne décharge de la Croix Gibat;LA CROIX GIBAT;22950;22360;22;53;TREGUEUX;-2.7214575;48.47367
SSP00055890101;Ancienne décharge de Pélineuc;PÉLINEUC;35360;35184;35;53;MONTAUBAN DE BRETAGNE;-2.1237812;48.204426
SSP00016980101;Ancienne décharge de Lizelec'h;LIZELEC''H;22290;22370;22;53;TREMEVEN;-3.0328887;48.68319
SSP00017000101;Ancienne décharge du Bois de la Landelle;BOIS DE LA LANDELLE;22210;22043;22;53;COETLOGON;-2.552816;48.14145
SSP00017050101;Ancienne décharge de la Poissonnais;LA POISSONNAIS;22130;22048;22;53;CORSEUL;-2.183657;48.493294
SSP00017220101;Ancienne décharge de la route de la gare;ROUTE DE LA GARE;;22051;22;53;DOLO;-2.349824;48.379463
SSP00017070101;Ancienne décharge de l'Hôtel Fairier;L''HÔTEL FAIRIER;22130;22048;22;53;CORSEUL;-2.1804688;48.47807
SSP00017160101;Ancienne décharge de la Touche du Bourg;LA TOUCHE DU BOURG;22130;22049;22;53;CREHEN;-2.2155678;48.550343
SSP00023540101;Ancienne décharge de La Croix Beauvais;LA CROIX BEAUVAIS;22510;22015;22;53;BREHAND;-2.5786529;48.378963
SSP00017170101;Ancienne décharge du Moulin Rault;MOULIN RAULT;22130;22049;22;53;CREHEN;-2.200802;48.52034
SSP00017250101;Ancienne décharge de la Ville Bedel;LA VILLE BEDEL;22250;22053;22;53;EREAC;-2.3623967;48.280975
SSP6189580101;POINTEAU SA;27 27 bis rue de Jallemain;77570;77099;77;11;CHATEAU LANDON;2.6941328;48.142094
SSP00017260101;Ancienne décharge de Bougueneuf;BOUGUENEUF;22250;22053;22;53;EREAC;-2.3416252;48.286064
SSP00017290101;Ancienne décharge de la Côte des Noës;LA CÔTE DES NOËS;22520;22055;22;53;ETABLES SUR MER;-2.8439803;48.631947
SSP00017280101;Ancienne décharge de la Ville Es Renais;LA VILLE ES RENAIS;22430;22054;22;53;ERQUY;-2.4259567;48.63322
SSP00048900101;MONIN;22-26 RUE DE LA FUYE;28400;28280;28;24;NOGENT LE ROTROU;0.8130273;48.31952
SSP00016470101;Ancienne décharge des Ecobués;LES ECOBUÉS;22600;22376;22;53;TREVE;-2.7877584;48.228695
SSP00017950101;Ancienne usine d'incinération;LA LANDE;35190;35337;35;53;TINTENIAC;-1.8056444;48.330994
SSP00057360101;Ancienne décharge de DOUILLET;CHEMIN DES GOIASLARDIÈRES- CD120;72130;72121;72;52;DOUILLET;-0.050929885;48.276173
SSP00025440101;Ancien stockage de déchets de marées noires de Launay Mal Nommé;LAUNAY MAL NOMMÉ;22620;22210;22;53;PLOUBAZLANEC;-3.0164545;48.808865
SSP00022980101;Ancienne décharge de la Ville Gouault;LA VILLE GOUAULT;22590;22251;22;53;PORDIC;-2.7885816;48.564053
SSP00023070101;Ancienne décharge de la Coudraie;LA COUDRAIE;22940;22307;22;53;SAINT JULIEN;-2.806115;48.442818
SSP00022800101;Ancienne décharge de La Ville au Beau;GOUEFSART;22440;22215;22;53;PLOUFRAGAN;-2.8214712;48.524216
SSP00022040101;Ancienne décharge de Guervillan;GUERVIHAN;56300;56093;56;53;KERGRIST;-2.919276;48.139126
SSP00022500101;Ancienne décharge des Grèves de Fontreven;LES GRÈVES DE FONTREVEN;22120;22081;22;53;HILLION;-2.676129;48.512424
SSP00022510101;Ancienne décharge des Grèves du Pont du Gué Plat;LES GRÈVES DU PONT DU GUÉ PLAT;22120;22081;22;53;HILLION;-2.6701539;48.49244
SSP00022580101;Ancienne décharge de Saint Barthélémy;SAINT BARTHÉLÉMY;22440;22144;22;53;LA MEAUGON;-2.8282504;48.51536
SSP00023020101;Ancienne décharge de Berrien;RUE DES BOUESSIÈRES;22000;22278;22;53;SAINT BRIEUC;-2.8069754;48.52685
SSP00023260101;Ancienne décharge des caves;LES CAVES- LA VALLÉE GAUDIN;22400;22002;22;53;ANDEL;-2.576494;48.494507
SSP00023430101;Ancienne décharge du terrain de football;TERRAIN DE FOOTBALL;22100;22008;22;53;BOBITAL;-2.1043046;48.407303
SSP00023860101;Ancien stockage de déchets de marées noires de Saint Pabu;SAINT PABU;22430;22054;22;53;ERQUY;-2.4942431;48.60856
SSP00023880101;Ancien stockage de déchets de marées noires de Caroual Ouest;CAROUAL OUEST;22430;22054;22;53;ERQUY;-2.4825103;48.615715
SSP00025450101;Ancien stockage de déchets de marées noires de Lezvellec;LEZVELLEC;22620;22210;22;53;PLOUBAZLANEC;-3.0406337;48.790226
SSP00024130101;Ancien stockage de déchets de marées noires de la Pointe du Paon;POINTE DU PAON;22870;22016;22;53;ILE DE BREHAT;-2.9906256;48.863808
SSP00057370101;ancienne décharge de Livet;ROUTE DE LOUVIGNY;72610;72164;72;52;LIVET EN SAOSNOIS;0.20180207;48.360012
SSP00024860101;Ancien stockage de déchets de marées noires Les Vallées;LES VALLÉES;22370;22186;22;53;PLENEUF VAL ANDRE;-2.5310743;48.593918
SSP00026060101;Ancienne décharge de La Croisel Lande;LA CROISEL LANDE;22100;22021;22;53;BRUSVILY;-2.1363497;48.389797
SSP00026070101;Ancienne décharge de la Petite Tournée;LA PETITE TOURNÉE;22930;22390;22;53;YVIAS;-3.028194;48.71108
SSP00026760101;Ancienne décharge du vieux bourg;LE SOUS LE MOULIN;22980;22097;22;53;LA LANDEC;-2.1826952;48.44425
SSP00026760101;Ancienne décharge du vieux bourg;LE SOUS LE MOULIN;22980;22315;22;53;SAINT MAUDEZ;-2.1826952;48.44425
SSP00026750101;Ancienne décharge des Rochettes;LES ROCHETTES;22980;22097;22;53;LA LANDEC;-2.1852403;48.425407
SSP00026790101;Ancienne décharge des Prés Colins;LES PRÉS COLINS;22210;22255;22;53;LA PRENESSAYE;-2.658673;48.195873
SSP00026890101;Ancienne décharge de la Touche;LA TOUCHE;22770;22094;22;53;LANCIEUX;-2.1432495;48.6067
SSP00027320101;Ancienne décharge du bourg;LE BOURG;22800;22126;22;53;LE LESLAY;-2.9648795;48.428455
SSP00027220101;Ancienne décharge de Cargouet;CARGOUET;22230;22122;22;53;LAURENAN;-2.5163484;48.229584
SSP00026980101;Ancienne décharge du Carrée;LE CARRÉE;;22102;22;53;LANGOURLA;-2.4035208;48.29212
SSP00027020101;Ancienne décharge de Arrhuniou;ARRHUNIOU;22580;22222;22;53;PLOUHA;-2.9644995;48.7194
SSP00027350101;Ancienne décharge de la Ville Gohen;LA VILLE GOHEN;22630;22263;22;53;LE QUIOU;-2.016511;48.354534
SSP00027390101;Ancienne décharge de La Fleurette;LA FLEURETTE;22630;22035;22;53;LES CHAMPS GERAUX;-1.9795891;48.42824
SSP00027620101;Ancienne décharge de Beslière;BESLIÈRE;22600;22136;22;53;LOUDEAC;-2.7215216;48.183254
SSP00027710101;Ancienne décharge du Pont Tainguy;LA VILLE SANSOM;22550;22143;22;53;MATIGNON;-2.2854671;48.60406
SSP00028050101;Ancienne décharge du Tertre Cosson;LE TERTRE COSSON;22800;22170;22;53;PLAINE HAUTE;-2.874081;48.427517
SSP00027840101;Ancienne décharge de Kermin;KERMIN;22500;22162;22;53;PAIMPOL;-3.0506682;48.76073
SSP00027790101;Ancienne décharge de Gaurebout;GAUREBOUT;22530;22158;22;53;MUR DE BRETAGNE;-2.9806545;48.20714
SSP00028710101;Ancienne décharge de la Chapelle;LA CHAPELLE;22650;22209;22;53;PLOUBALAY;-2.1660771;48.554245
SSP00008990101;Ancienne décharge de la Croix de la Grée;CROIX DE LA GRÉE;35150;35028;35;53;BOISTRUDAN;-1.3899093;47.98396
SSP00027770101;Ancienne décharge de Poulfos;POULFOS;22460;22149;22;53;MERLEAC;-2.8683398;48.27455
SSP00028730101;Ancienne décharge de Houarn Lan;HOUARN LAN;22620;22210;22;53;PLOUBAZLANEC;-3.0663767;48.79412
SSP00027870101;Ancienne décharge du Vieux Bourg;LE VIEUX BOURG;22500;22162;22;53;PAIMPOL;-3.009874;48.755817
SSP00028440101;Ancienne décharge du Clos Meunier;LE CLOS MEUNIER;;22191;22;53;PLESSALA;-2.611847;48.253242
SSP00028620101;Ancienne décharge du Temple;LE TEMPLE;22130;22205;22;53;PLOREC SUR ARGUENON;-2.300562;48.44579
SSP00028420101;Ancienne décharge de La Vallée de Fontenelle;LA VALLÉE DE FONTENELLE;22650;22209;22;53;PLOUBALAY;-2.1449285;48.53749
SSP00029210101;Ancienne décharge de Catémoin;CATÉMOIN;22150;22219;22;53;PLOUGUENAST;-2.6932595;48.27944
SSP00028720101;Ancienne décharge du Moulin à Vent;LE MOULIN À VENT;22650;22209;22;53;PLOUBALAY;-2.1379366;48.53915
SSP00028580101;Ancienne décharge de Duancre;DUANCRE;22150;22203;22;53;PLOEUC SUR LIE;-2.801865;48.320854
SSP00028810101;Ancienne décharge des Monts;LES MONTS;22490;22213;22;53;PLOUER SUR RANCE;-2.0259082;48.531555
SSP00037300101;MICHEL COMBUSTIBLES;CHEMIN AUX BOEUFS;78890;78265;78;11;GARANCIERES;1.7500776;48.81908
SSP00009000101;Ancienne décharge des Maisons Neuves;LES MAISONS NEUVES;35150;35028;35;53;BOISTRUDAN;-1.3753054;47.987816
SSP00028830101;Ancienne décharge de la Ville Bernard;LA VILLE BERNARD;22000;22278;22;53;SAINT BRIEUC;-2.729471;48.514275
SSP00029650101;Ancienne décharge du Bourg de Saint Gildas;BOURG DE SAINT GILDAS;22800;22291;22;53;SAINT GILDAS;-3.00453;48.42128
SSP00029690101;Ancienne décharge de Minard;MINARD;22470;22214;22;53;PLOUEZEC;-2.94403;48.745358
SSP00034120101;Sanc;22 AVENUE D''ORLÉANS;91670;91016;91;11;ANGERVILLE;1.9940096;48.307434
SSP00034390101;Société DOUCET;RUE D''ETAMPES;91410;91200;91;11;DOURDAN;2.0188773;48.51862
SSP00040680101;Ancienne décharge du Poëmen;LA VILLE PERDUE;22800;22059;22;53;LE FOEIL;-2.9408855;48.40812
SSP00044360101;Ancienne décharge de la Billiais;LA VILLE ES JOLLIVE;35360;35184;35;53;MONTAUBAN DE BRETAGNE;-2.0840669;48.204765
